draw_date,weekday,n1,n2,n3,n4,n5,n6,jolly,superstar,source,draw_number,jackpot
2024-07-09,Martedì,8,26,32,34,53,58,25,78,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-07-11,Giovedì,10,31,40,59,80,85,13,48,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-07-12,Venerdì,43,54,60,70,75,89,30,20,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-07-13,Sabato,6,9,54,63,64,68,43,84,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-07-16,Martedì,3,18,26,54,61,72,85,30,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-07-18,Giovedì,13,23,35,36,57,64,47,5,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-07-19,Venerdì,13,20,39,48,74,89,47,50,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-07-20,Sabato,45,48,50,57,70,71,80,52,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-07-23,Martedì,24,59,63,64,82,90,62,24,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-07-25,Giovedì,2,21,23,56,69,87,52,42,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-07-26,Venerdì,1,14,21,35,64,85,70,5,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-07-27,Sabato,13,14,25,34,59,84,71,17,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-07-30,Martedì,11,13,22,34,54,77,35,72,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-01,Giovedì,33,39,78,79,83,84,60,88,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-02,Venerdì,34,42,69,76,81,85,36,49,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-03,Sabato,6,37,69,73,79,88,4,7,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-06,Martedì,4,11,85,86,87,88,38,2,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-08,Giovedì,3,16,17,54,61,90,4,21,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-09,Venerdì,23,40,60,79,80,87,50,69,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-10,Sabato,13,14,49,55,71,77,62,32,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-13,Martedì,41,43,55,65,80,85,76,74,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-16,Venerdì,1,6,13,20,73,85,11,73,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-17,Sabato,6,22,43,60,66,73,31,31,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-19,Lunedì,4,7,15,24,36,78,65,85,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-20,Martedì,17,23,45,57,64,89,15,31,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-22,Giovedì,17,18,24,34,57,82,68,21,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-23,Venerdì,5,7,59,70,72,73,33,4,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-24,Sabato,17,28,63,72,75,81,79,51,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-27,Martedì,12,23,36,42,50,71,80,40,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-29,Giovedì,5,23,46,52,60,80,79,54,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-30,Venerdì,7,34,47,52,74,86,78,7,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-08-31,Sabato,1,20,27,41,60,77,7,43,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-03,Martedì,6,38,55,71,80,85,23,24,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-05,Giovedì,4,5,29,32,69,89,15,46,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-06,Venerdì,2,26,37,38,69,85,66,10,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-07,Sabato,1,16,64,70,72,82,34,86,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-10,Martedì,9,11,27,53,63,78,8,88,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-12,Giovedì,29,35,65,67,70,80,10,79,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-13,Venerdì,2,12,16,18,59,61,56,4,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-14,Sabato,1,31,55,65,76,88,52,34,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-17,Martedì,17,28,62,64,74,84,88,90,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-19,Giovedì,3,13,44,45,56,61,33,34,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-20,Venerdì,14,22,42,44,47,79,85,29,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-21,Sabato,8,33,35,39,78,83,52,72,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-24,Martedì,2,25,27,50,88,90,19,86,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-26,Giovedì,2,13,14,41,52,79,84,12,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-27,Venerdì,4,14,42,46,53,60,31,85,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-09-28,Sabato,4,8,28,33,34,57,27,88,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-01,Martedì,57,60,68,70,80,83,25,64,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-03,Giovedì,26,27,40,51,67,86,4,82,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-04,Venerdì,5,43,57,58,72,87,3,72,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-05,Sabato,13,41,47,58,81,84,4,81,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-08,Martedì,6,21,25,59,63,68,8,70,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-10,Giovedì,6,48,64,80,87,89,43,82,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-11,Venerdì,31,34,49,66,75,88,1,16,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-12,Sabato,11,13,16,22,42,51,37,47,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-15,Martedì,1,23,44,45,47,60,14,19,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-17,Giovedì,2,23,24,42,46,88,61,27,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-18,Venerdì,19,39,41,42,45,88,40,27,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-19,Sabato,14,67,73,86,89,90,8,77,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-22,Martedì,13,23,37,43,64,79,84,20,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-24,Giovedì,7,21,23,28,29,31,20,66,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-25,Venerdì,5,11,39,41,62,80,78,33,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-26,Sabato,14,31,40,42,52,65,15,69,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-29,Martedì,6,17,26,35,57,64,14,23,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-10-31,Giovedì,18,40,55,58,71,85,46,46,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-02,Sabato,3,19,27,43,61,77,80,41,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-04,Lunedì,27,32,33,44,60,89,52,5,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-05,Martedì,32,43,53,75,77,88,81,79,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-07,Giovedì,1,50,68,75,81,84,8,25,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-08,Venerdì,13,22,49,58,64,75,20,16,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-09,Sabato,26,36,43,51,63,89,21,57,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-12,Martedì,13,28,29,32,39,81,82,36,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-14,Giovedì,36,46,69,70,73,82,26,84,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-15,Venerdì,2,4,5,42,53,83,23,43,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-16,Sabato,52,56,66,68,70,73,90,12,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-19,Martedì,20,34,36,68,72,74,44,49,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-21,Giovedì,4,7,20,24,41,67,85,35,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-22,Venerdì,6,26,51,53,78,89,79,70,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-23,Sabato,15,22,29,32,35,67,87,23,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-26,Martedì,13,23,26,31,46,89,43,24,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-28,Giovedì,3,8,37,54,74,84,26,26,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-29,Venerdì,21,33,44,55,75,80,53,64,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-11-30,Sabato,27,48,50,69,74,81,13,36,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-03,Martedì,4,17,37,56,73,90,46,11,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-05,Giovedì,4,42,45,72,82,84,25,10,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-06,Venerdì,21,48,60,61,67,71,86,22,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-07,Sabato,21,30,55,60,70,75,13,25,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-10,Martedì,5,54,68,69,71,81,30,56,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-12,Giovedì,20,61,76,78,85,87,44,72,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-13,Venerdì,16,42,54,55,65,83,27,90,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-14,Sabato,34,50,52,59,70,83,13,74,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-17,Martedì,3,25,49,58,64,66,46,77,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-19,Giovedì,2,4,8,20,22,76,72,60,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-20,Venerdì,17,35,43,56,63,85,23,74,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-21,Sabato,23,25,53,55,71,79,63,6,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-24,Martedì,6,18,27,30,52,56,83,80,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-27,Venerdì,9,13,15,43,53,68,58,69,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-28,Sabato,28,29,46,68,81,88,79,40,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-30,Lunedì,3,8,18,25,58,75,12,54,xls:it-superenalotto-past-draws-archive (2).xls,,
2024-12-31,Martedì,5,16,23,40,47,80,17,13,xls:it-superenalotto-past-draws-archive (2).xls,,
2025-01-02,Giovedì,19,21,29,74,77,88,7,56,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-03,Venerdì,13,30,43,49,74,89,4,32,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-04,Sabato,31,42,43,63,83,86,37,86,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-07,Martedì,7,10,11,29,32,87,34,51,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-09,Giovedì,15,33,40,71,74,82,89,15,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-10,Venerdì,19,25,33,49,57,72,46,38,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-11,Sabato,5,6,11,22,35,85,30,53,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-14,Martedì,4,15,17,40,64,75,23,80,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-16,Giovedì,31,38,59,69,72,88,64,73,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-17,Venerdì,8,12,15,40,66,89,7,15,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-18,Sabato,2,10,21,29,46,70,31,59,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-21,Martedì,3,18,41,58,62,73,64,20,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-23,Giovedì,1,7,34,46,69,80,64,42,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-24,Venerdì,14,20,46,62,84,85,1,78,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-25,Sabato,5,6,24,44,45,76,58,64,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-28,Martedì,48,63,65,72,77,82,85,47,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-30,Giovedì,23,32,34,35,41,47,65,2,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-01-31,Venerdì,7,18,22,25,30,72,76,51,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-01,Sabato,21,25,26,45,49,59,68,82,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-04,Martedì,10,29,41,77,83,85,56,80,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-06,Giovedì,4,11,41,72,83,86,30,30,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-07,Venerdì,16,29,30,47,52,84,10,17,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-08,Sabato,29,46,57,66,72,86,64,40,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-11,Martedì,9,39,55,75,79,86,2,56,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-13,Giovedì,31,41,62,64,74,87,84,68,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-14,Venerdì,18,30,40,52,60,71,65,70,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-15,Sabato,22,37,48,72,77,85,39,72,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-18,Martedì,3,5,7,54,76,85,89,64,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-20,Giovedì,6,19,27,63,71,77,13,70,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-21,Venerdì,21,45,48,72,79,87,73,89,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-22,Sabato,35,40,48,49,52,89,24,32,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-25,Martedì,6,58,68,83,89,90,73,50,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-27,Giovedì,29,31,33,42,51,72,34,62,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-02-28,Venerdì,4,12,37,59,63,90,70,15,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-01,Sabato,1,12,33,40,41,83,6,67,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-04,Martedì,9,28,52,63,77,79,11,39,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-06,Giovedì,1,10,18,19,32,36,20,53,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-07,Venerdì,11,24,25,30,43,47,28,5,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-08,Sabato,11,16,35,59,65,87,9,52,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-11,Martedì,22,27,48,55,58,90,63,11,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-13,Giovedì,7,25,33,51,58,70,79,31,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-14,Venerdì,3,10,20,36,37,49,21,14,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-15,Sabato,2,8,50,77,79,82,85,36,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-18,Martedì,1,64,73,79,80,86,39,68,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-20,Giovedì,36,40,49,54,66,83,14,44,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-21,Venerdì,7,15,48,49,65,80,67,39,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-22,Sabato,15,28,45,46,66,76,44,43,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-25,Martedì,27,29,31,60,74,88,71,23,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-27,Giovedì,28,35,43,45,64,85,13,35,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-28,Venerdì,17,26,46,56,71,90,6,22,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-03-29,Sabato,9,45,66,68,71,85,31,44,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-01,Martedì,4,19,32,47,74,81,10,90,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-03,Giovedì,29,30,31,32,35,57,26,6,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-04,Venerdì,42,51,71,77,80,82,72,5,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-05,Sabato,5,8,22,41,60,73,18,54,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-08,Martedì,11,20,34,46,48,90,68,81,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-10,Giovedì,11,24,32,40,44,85,27,36,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-11,Venerdì,9,20,43,49,52,57,61,8,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-12,Sabato,16,38,60,79,83,85,27,36,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-15,Martedì,40,57,60,66,80,81,36,9,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-17,Giovedì,8,20,40,44,46,49,63,48,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-18,Venerdì,4,11,18,23,83,88,89,70,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-19,Sabato,8,32,51,54,62,69,18,30,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-22,Martedì,10,59,61,62,68,74,43,31,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-24,Giovedì,13,14,20,31,55,60,89,25,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-26,Sabato,10,21,24,48,63,67,34,45,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-28,Lunedì,13,18,30,44,51,81,38,52,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-04-29,Martedì,20,31,39,59,60,82,57,10,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-02,Venerdì,54,55,67,76,80,85,82,52,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-03,Sabato,1,4,22,44,70,72,18,53,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-05,Lunedì,6,18,37,63,72,73,36,28,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-06,Martedì,2,35,51,58,63,88,8,51,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-08,Giovedì,1,23,27,54,67,83,65,30,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-09,Venerdì,3,47,51,77,85,88,52,39,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-10,Sabato,8,14,17,39,49,55,2,80,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-13,Martedì,2,15,25,62,76,81,89,5,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-15,Giovedì,10,28,35,37,73,75,42,27,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-16,Venerdì,15,21,30,31,42,80,69,42,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-17,Sabato,10,11,19,22,39,88,29,73,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-20,Martedì,5,19,21,30,33,48,74,39,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-22,Giovedì,2,19,23,46,49,72,71,88,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-23,Venerdì,2,8,10,18,20,79,13,10,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-24,Sabato,1,3,5,53,62,71,32,53,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-27,Martedì,7,10,35,40,53,75,60,33,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-29,Giovedì,27,32,51,67,71,81,35,90,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-30,Venerdì,31,34,62,63,82,87,81,77,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-05-31,Sabato,4,8,47,48,63,90,77,12,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-03,Martedì,1,6,31,37,47,71,26,72,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-05,Giovedì,10,17,19,21,63,74,4,60,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-06,Venerdì,2,10,33,55,73,74,80,49,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-07,Sabato,5,28,46,49,52,76,83,21,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-10,Martedì,14,45,55,62,76,80,51,17,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-12,Giovedì,21,61,69,76,79,81,77,76,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-13,Venerdì,8,23,25,48,78,83,80,39,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-14,Sabato,10,18,44,56,73,86,48,55,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-17,Martedì,17,48,52,58,86,87,74,49,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-19,Giovedì,4,6,11,31,69,73,9,26,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-20,Venerdì,34,67,76,77,86,90,40,43,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-21,Sabato,4,17,28,36,42,50,5,71,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-24,Martedì,2,23,32,36,63,64,37,76,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-26,Giovedì,10,56,69,70,79,81,53,45,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-27,Venerdì,25,49,54,55,62,73,4,86,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-06-28,Sabato,10,35,38,41,51,56,3,51,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-01,Martedì,6,9,25,28,75,79,83,20,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-03,Giovedì,37,42,49,53,57,65,62,8,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-04,Venerdì,26,45,58,65,70,82,27,73,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-05,Sabato,16,46,61,71,75,85,64,12,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-08,Martedì,1,33,40,61,64,73,15,48,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-10,Giovedì,5,15,20,32,65,75,12,24,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-11,Venerdì,1,31,40,62,64,74,81,11,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-12,Sabato,16,24,25,43,64,78,54,12,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-15,Martedì,4,10,14,48,58,83,47,63,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-17,Giovedì,16,35,37,42,43,68,58,8,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-18,Venerdì,20,37,50,70,75,88,46,16,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-19,Sabato,5,43,46,56,58,90,23,54,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-22,Martedì,3,8,44,52,69,85,11,67,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-24,Giovedì,10,14,37,66,88,89,34,88,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-25,Venerdì,15,16,17,36,62,83,7,31,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-26,Sabato,1,9,19,49,53,88,77,44,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-29,Martedì,13,27,31,60,65,75,39,69,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-07-31,Giovedì,14,55,56,57,58,66,46,65,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-01,Venerdì,9,25,27,36,54,86,45,31,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-02,Sabato,42,54,66,78,80,88,60,14,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-05,Martedì,6,31,57,60,65,80,12,71,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-07,Giovedì,43,55,70,79,83,85,24,4,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-08,Venerdì,8,34,38,53,78,79,58,37,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-09,Sabato,6,18,40,41,45,88,37,12,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-12,Martedì,7,11,26,59,82,83,24,54,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-14,Giovedì,3,19,30,47,49,75,35,14,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-16,Sabato,6,15,25,31,72,79,54,31,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-18,Lunedì,5,19,58,59,83,87,10,32,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-19,Martedì,5,10,51,62,77,81,74,58,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-21,Giovedì,49,56,57,61,62,86,16,53,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-22,Venerdì,7,25,38,39,66,69,17,24,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-23,Sabato,5,29,40,47,52,80,4,61,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-26,Martedì,12,23,25,34,41,63,21,20,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-28,Giovedì,56,59,64,67,72,78,51,86,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-29,Venerdì,18,22,32,34,52,56,62,45,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-08-30,Sabato,30,43,46,62,73,90,35,73,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-02,Martedì,16,19,28,44,60,78,9,73,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-04,Giovedì,5,16,38,45,63,83,46,83,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-05,Venerdì,9,39,47,52,71,82,83,52,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-06,Sabato,59,73,75,76,78,88,57,5,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-09,Martedì,34,47,71,73,82,90,49,52,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-11,Giovedì,3,9,11,35,65,74,26,29,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-12,Venerdì,29,33,44,52,63,65,19,84,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-13,Sabato,26,28,31,35,37,65,30,5,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-16,Martedì,1,12,26,44,51,90,72,45,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-18,Giovedì,12,38,46,49,60,65,2,46,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-19,Venerdì,11,16,23,31,49,78,63,13,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-20,Sabato,2,12,15,31,63,71,50,57,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-23,Martedì,1,6,20,43,59,73,58,89,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-25,Giovedì,11,19,36,41,65,82,17,15,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-26,Venerdì,2,17,23,39,58,82,75,6,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-09-27,Sabato,9,10,21,25,27,68,54,6,xls:it-superenalotto-past-draws-archive (1).xls,,
