draw_date,weekday,n1,n2,n3,n4,n5,n6,jolly,superstar,source,draw_number,jackpot
2025-09-30,Martedì,5,8,71,74,77,81,34,70,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-02,Giovedì,1,21,39,42,52,89,6,17,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-03,Venerdì,2,4,69,75,79,88,12,7,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-04,Sabato,48,54,61,68,79,87,80,45,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-07,Martedì,17,21,40,56,61,79,87,85,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-09,Giovedì,38,49,50,54,78,82,90,43,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-10,Venerdì,20,38,42,61,81,82,16,80,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-11,Sabato,28,51,55,62,80,90,68,90,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-14,Martedì,9,31,44,59,70,86,37,81,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-16,Giovedì,7,44,45,58,76,80,77,13,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-17,Venerdì,2,9,10,32,66,77,72,44,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-18,Sabato,12,13,19,26,75,82,50,54,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-21,Martedì,4,9,14,33,36,77,66,15,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-23,Giovedì,7,29,42,62,68,73,26,21,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-24,Venerdì,5,12,23,31,84,90,68,77,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-25,Sabato,16,18,33,53,58,89,81,59,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-28,Martedì,8,25,40,54,58,63,50,63,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-30,Giovedì,15,30,37,39,56,74,43,47,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-10-31,Venerdì,8,30,32,61,67,85,22,9,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-03,Lunedì,30,56,80,81,85,87,67,2,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-04,Martedì,5,18,28,38,44,76,23,89,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-06,Giovedì,9,48,51,53,73,88,19,43,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-07,Venerdì,5,24,32,67,82,88,43,89,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-08,Sabato,17,18,19,33,35,62,80,58,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-11,Martedì,3,37,42,59,63,84,49,64,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-13,Giovedì,7,9,17,54,73,90,89,3,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-14,Venerdì,26,38,43,46,72,73,45,45,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-15,Sabato,20,23,40,51,55,85,5,80,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-18,Martedì,18,40,54,83,85,89,4,57,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-20,Giovedì,5,9,15,17,48,74,65,75,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-21,Venerdì,12,14,18,53,84,86,72,35,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-22,Sabato,2,8,29,47,59,65,86,26,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-25,Martedì,18,20,21,23,40,43,52,10,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-27,Giovedì,9,28,43,50,61,88,83,62,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-28,Venerdì,1,12,20,21,42,58,84,34,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-11-29,Sabato,8,16,29,61,65,69,17,85,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-02,Martedì,5,17,28,59,70,90,27,66,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-04,Giovedì,12,30,45,48,59,60,40,90,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-05,Venerdì,10,19,29,30,56,71,76,13,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-06,Sabato,1,38,42,78,82,84,24,71,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-09,Martedì,8,31,51,65,78,79,26,77,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-11,Giovedì,14,44,72,81,85,86,80,47,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-12,Venerdì,7,21,35,38,64,80,29,87,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-13,Sabato,2,5,7,36,58,64,14,62,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-16,Martedì,2,18,24,35,41,84,44,20,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-18,Giovedì,7,28,63,69,73,77,64,14,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-19,Venerdì,16,52,60,75,81,88,40,49,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-20,Sabato,11,24,42,50,89,90,36,44,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-22,Lunedì,2,14,28,36,78,85,17,11,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-23,Martedì,16,18,22,24,34,80,62,53,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-27,Sabato,8,19,20,41,74,84,45,74,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-29,Lunedì,36,38,45,61,79,83,12,52,xls:it-superenalotto-past-draws-archive (1).xls,,
2025-12-30,Martedì,6,9,17,20,60,67,1,73,xls:it-superenalotto-past-draws-archive (1).xls,,
2026-01-02,Venerdì,29,33,47,56,69,89,16,7,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-03,Sabato,16,30,32,43,68,76,36,58,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-05,Lunedì,11,13,17,56,80,84,41,13,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-08,Giovedì,35,42,45,53,55,88,66,52,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-09,Venerdì,31,33,61,68,71,72,87,18,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-10,Sabato,11,19,24,66,82,88,58,48,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-12,Lunedì,1,11,40,73,75,81,70,22,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-13,Martedì,20,29,56,68,72,74,35,50,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-15,Giovedì,44,49,60,69,73,85,36,1,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-16,Venerdì,14,21,24,52,80,86,57,14,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-17,Sabato,3,7,41,56,65,83,79,82,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-20,Martedì,8,13,25,60,72,74,78,34,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-22,Giovedì,2,30,52,56,57,78,59,25,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-23,Venerdì,2,6,11,19,88,90,69,52,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-24,Sabato,22,37,55,61,68,71,21,18,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-27,Martedì,11,19,27,31,54,84,38,37,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-29,Giovedì,29,30,34,56,66,80,88,11,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-30,Venerdì,32,33,39,40,52,86,63,16,xls:it-superenalotto-past-draws-archive.xls,,
2026-01-31,Sabato,2,6,7,33,37,80,11,80,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-03,Martedì,11,16,17,41,42,46,70,57,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-05,Giovedì,6,8,26,27,57,90,41,30,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-06,Venerdì,6,8,17,31,36,75,90,82,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-07,Sabato,4,7,12,30,69,81,41,67,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-10,Martedì,1,15,29,39,63,83,73,21,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-12,Giovedì,5,11,35,52,80,85,66,29,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-13,Venerdì,1,52,57,71,76,83,37,3,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-14,Sabato,5,23,40,47,80,85,6,47,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-17,Martedì,16,21,42,45,52,88,58,21,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-19,Giovedì,20,39,40,43,76,90,53,53,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-20,Venerdì,30,34,41,42,49,83,64,77,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-21,Sabato,49,58,60,66,68,81,75,58,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-24,Martedì,4,18,23,26,45,87,82,29,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-26,Giovedì,18,30,36,52,67,72,69,47,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-27,Venerdì,10,14,49,55,71,79,80,36,xls:it-superenalotto-past-draws-archive.xls,,
2026-02-28,Sabato,14,17,33,63,64,80,15,27,xls:it-superenalotto-past-draws-archive.xls,,
2026-03-03,Martedì,4,16,42,48,56,68,26,83,xls:it-superenalotto-past-draws-archive.xls,,
2026-03-05,Giovedì,7,23,39,62,63,78,22,35,xls:it-superenalotto-past-draws-archive.xls,,
2026-03-06,Venerdì,4,17,22,37,50,88,20,2,xls:it-superenalotto-past-draws-archive.xls,,
2026-03-07,Sabato,3,12,18,40,45,69,5,49,xls:it-superenalotto-past-draws-archive.xls,,
2026-03-10,Martedì,8,34,42,47,55,83,4,42,xls:it-superenalotto-past-draws-archive.xls,,
2026-03-12,Giovedì,8,24,25,62,63,64,43,54,xls:it-superenalotto-past-draws-archive.xls,,
2026-03-13,Venerdì,3,11,13,20,53,61,88,43,xls:it-superenalotto-past-draws-archive.xls,,
2026-03-14,Sabato,3,6,33,63,88,89,18,87,xls:it-superenalotto-past-draws-archive.xls,,
